Area,Year,Geo Type Name,Annual vehicle miles traveled,Annual vehicle miles traveled (cars),Annual vehicle miles traveled (trucks),Asthma emergency department visits due to PM2.5,Asthma emergency departments visits due to Ozone,Asthma hospitalizations due to Ozone,Boiler Emissions- Total NOx Emissions,Boiler Emissions- Total PM2.5 Emissions,Boiler Emissions- Total SO2 Emissions,Cardiac and respiratory deaths due to Ozone,Cardiovascular hospitalizations due to PM2.5 (age 40+),Deaths due to PM2.5,Fine particles (PM 2.5),Nitrogen dioxide (NO2),Outdoor Air Toxics - Benzene,Outdoor Air Toxics - Formaldehyde,Ozone (O3),Respiratory hospitalizations due to PM2.5 (age 20+)
Kew Gardens and Woodhaven,2019,CD,48.0,43.6,3.0,,,,,,,,,,7.066666666666666,16.733333333333334,,,32.4,
Kew Gardens and Woodhaven,2020,CD,,,,,,,,,,,,,6.866666666666667,16.8,,,29.6,
Kew Gardens and Woodhaven,2021,CD,,,,,,,,,,,,,7.1000000000000005,16.066666666666666,,,31.1,
Kew Gardens and Woodhaven,2022,CD,,,,,,,,,,,,,6.333333333333333,15.366666666666665,,,34.5,
Kingsbridge - Riverdale,2005,UHF42,45.2,41.5,3.3,,,,,,,,,,,,2.9,3.2,,
Kingsbridge - Riverdale,2007,UHF42,,,,62.5,49.2,12.85,,,,9.9,28.2,117.7,,,,,,28.5
Kingsbridge - Riverdale,2009,UHF34,,,,,,,,,,,,,12.033333333333333,23.633333333333336,,,23.7,
Kingsbridge - Riverdale,2009,UHF42,,,,,,,,,,,,,12.033333333333333,23.633333333333336,,,23.7,
Kingsbridge - Riverdale,2010,UHF34,,,,,,,,,,,,,11.133333333333333,19.866666666666667,,,30.15,
Kingsbridge - Riverdale,2010,UHF42,70.0,63.9,4.8,,,,,,,,,,11.133333333333333,19.866666666666667,,,30.15,
Kingsbridge - Riverdale,2011,UHF34,,,,,,,,,,,,,12.033333333333333,20.866666666666667,,,31.2,
Kingsbridge - Riverdale,2011,UHF42,,,,43.05,46.35,14.9,,,,8.6,18.3,77.6,12.033333333333333,20.866666666666667,1.6,2.2,31.2,18.6
Kingsbridge - Riverdale,2012,UHF34,,,,,,,,,,,,,9.799999999999999,18.599999999999998,,,33.7,
Kingsbridge - Riverdale,2012,UHF42,,,,,,,,,,,,,9.799999999999999,18.599999999999998,,,33.7,
Kingsbridge - Riverdale,2013,UHF34,,,,,,,,,,,,,10.066666666666668,18.5,,,30.4,
Kingsbridge - Riverdale,2013,UHF42,,,,,,,42.5,2.0,17.6,,,,10.066666666666668,18.5,,,30.4,
Kingsbridge - Riverdale,2014,UHF34,,,,,,,,,,,,,10.066666666666666,17.7,,,30.5,
Kingsbridge - Riverdale,2014,UHF42,,,,54.7,68.55,14.25,,,,10.5,14.0,69.4,10.066666666666666,17.7,0.9,1.5,30.5,13.8
Kingsbridge - Riverdale,2015,UHF34,,,,,,,,,,,,,9.666666666666666,17.766666666666666,,,28.7,
Kingsbridge - Riverdale,2015,UHF42,,,,,,,35.8,1.3,9.1,,,,9.666666666666666,17.766666666666666,,,28.7,
Kingsbridge - Riverdale,2016,UHF34,,,,,,,,,,,,,7.966666666666666,16.166666666666668,,,32.5,
Kingsbridge - Riverdale,2016,UHF42,,,,,,,,,,,,,7.966666666666666,16.166666666666668,,,32.5,
Kingsbridge - Riverdale,2017,UHF34,,,,,,,,,,,,,8.266666666666667,18.2,,,27.5,
Kingsbridge - Riverdale,2017,UHF42,,,,45.8,57.85,9.55,,,,8.3,18.2,63.0,8.266666666666667,18.2,,,27.5,14.8
Kingsbridge - Riverdale,2018,UHF34,,,,,,,,,,,,,7.766666666666667,16.266666666666666,,,29.8,
Kingsbridge - Riverdale,2018,UHF42,,,,,,,,,,,,,7.766666666666667,16.266666666666666,,,29.8,
Kingsbridge - Riverdale,2019,UHF34,,,,,,,,,,,,,7.233333333333333,14.066666666666668,,,28.4,
Kingsbridge - Riverdale,2019,UHF42,80.8,74.3,5.0,32.0,45.0,8.5,,,,8.0,10.0,50.0,7.233333333333333,14.066666666666668,,,28.4,9.0
Kingsbridge - Riverdale,2020,UHF34,,,,,,,,,,,,,6.5,16.466666666666665,,,28.5,
Kingsbridge - Riverdale,2020,UHF42,,,,,,,,,,,,,6.5,16.466666666666665,,,28.5,
Kingsbridge - Riverdale,2021,UHF34,,,,,,,,,,,,,7.233333333333333,14.533333333333333,,,29.0,
Kingsbridge - Riverdale,2021,UHF42,,,,,,,,,,,,,7.233333333333333,14.533333333333333,,,29.0,
Kingsbridge - Riverdale,2022,UHF34,,,,,,,,,,,,,6.766666666666667,14.966666666666667,,,30.0,
Kingsbridge - Riverdale,2022,UHF42,,,,,,,,,,,,,6.766666666666667,14.966666666666667,,,30.0,
Kingsbridge Heights and Bedford,2005,CD,73.4,68.9,3.6,,,,,,,,,,,,,,,
Kingsbridge Heights and Bedford,2009,CD,,,,,,,,,,,,,12.466666666666667,27.166666666666668,,,23.6,
Kingsbridge Heights and Bedford,2010,CD,66.6,59.9,4.6,,,,,,,,,,11.633333333333333,23.566666666666666,,,29.4,
Kingsbridge Heights and Bedford,2011,CD,,,,,,,,,,,,,12.366666666666667,24.433333333333334,1.6,2.2,31.4,
Kingsbridge Heights and Bedford,2012,CD,,,,,,,,,,,,,10.266666666666667,21.96666666666667,,,33.5,
Kingsbridge Heights and Bedford,2013,CD,,,,,,,,,,,,,10.566666666666666,21.666666666666668,,,30.3,
Kingsbridge Heights and Bedford,2014,CD,,,,,,,,,,,,,10.433333333333334,21.333333333333332,,,30.3,
Kingsbridge Heights and Bedford,2015,CD,,,,,,,,,,,,,9.866666666666667,20.866666666666664,,,29.2,
Kingsbridge Heights and Bedford,2016,CD,,,,,,,,,,,,,8.200000000000001,19.3,,,32.5,
Kingsbridge Heights and Bedford,2017,CD,,,,,,,,,,,,,8.533333333333333,21.266666666666666,,,27.7,
Kingsbridge Heights and Bedford,2018,CD,,,,,,,,,,,,,8.200000000000001,18.933333333333334,,,30.2,
Kingsbridge Heights and Bedford,2019,CD,70.5,62.6,5.5,,,,,,,,,,7.333333333333333,16.766666666666666,,,29.2,
Kingsbridge Heights and Bedford,2020,CD,,,,,,,,,,,,,6.733333333333333,18.53333333333333,,,29.8,
Kingsbridge Heights and Bedford,2021,CD,,,,,,,,,,,,,7.266666666666666,16.666666666666668,,,29.8,
Kingsbridge Heights and Bedford,2022,CD,,,,,,,,,,,,,6.933333333333334,16.433333333333334,,,31.5,
Long Island City - Astoria,2005,UHF42,43.7,40.7,2.9,,,,,,,,,,,,2.7,3.6,,
Long Island City - Astoria,2007,UHF42,,,,44.7,29.95,7.25,,,,3.8,22.6,55.3,,,,,,16.9
Long Island City - Astoria,2009,UHF34,,,,,,,,,,,,,12.200000000000001,26.53333333333333,,,26.1,
Long Island City - Astoria,2009,UHF42,,,,,,,,,,,,,12.200000000000001,26.53333333333333,,,26.1,
Long Island City - Astoria,2010,UHF34,,,,,,,,,,,,,10.9,24.166666666666668,,,30.3,
Long Island City - Astoria,2010,UHF42,59.6,54.8,2.9,,,,,,,,,,10.9,24.166666666666668,,,30.3,
Long Island City - Astoria,2011,UHF34,,,,,,,,,,,,,12.299999999999999,25.8,,,32.7,
Long Island City - Astoria,2011,UHF42,,,,53.75,51.05,8.649999999999999,,,,3.5,15.6,39.8,12.299999999999999,25.8,1.8,2.3,32.7,12.3
Long Island City - Astoria,2012,UHF34,,,,,,,,,,,,,10.299999999999999,22.7,,,33.9,
Long Island City - Astoria,2012,UHF42,,,,,,,,,,,,,10.299999999999999,22.7,,,33.9,
Long Island City - Astoria,2013,UHF34,,,,,,,,,,,,,10.700000000000001,22.433333333333334,,,30.6,
Long Island City - Astoria,2013,UHF42,,,,,,,30.6,0.8,6.7,,,,10.700000000000001,22.433333333333334,,,30.6,
Long Island City - Astoria,2014,UHF34,,,,,,,,,,,,,10.9,22.8,,,30.7,
Long Island City - Astoria,2014,UHF42,,,,36.95,45.55,7.75,,,,4.2,11.4,31.6,10.9,22.8,1.1,1.7,30.7,9.8
Long Island City - Astoria,2015,UHF34,,,,,,,,,,,,,10.233333333333334,21.433333333333334,,,31.4,
Long Island City - Astoria,2015,UHF42,,,,,,,29.3,0.7,5.0,,,,10.233333333333334,21.433333333333334,,,31.4,
Long Island City - Astoria,2016,UHF34,,,,,,,,,,,,,9.0,20.7,,,33.2,
Long Island City - Astoria,2016,UHF42,,,,,,,,,,,,,9.0,20.7,,,33.2,
Long Island City - Astoria,2017,UHF34,,,,,,,,,,,,,9.166666666666666,21.366666666666664,,,29.1,
Long Island City - Astoria,2017,UHF42,,,,33.95,43.75,4.35,,,,4.3,14.7,31.4,9.166666666666666,21.366666666666664,,,29.1,9.3
Long Island City - Astoria,2018,UHF34,,,,,,,,,,,,,8.966666666666667,21.46666666666667,,,29.7,
Long Island City - Astoria,2018,UHF42,,,,,,,,,,,,,8.966666666666667,21.46666666666667,,,29.7,
Long Island City - Astoria,2019,UHF34,,,,,,,,,,,,,8.633333333333333,21.2,,,28.4,
Long Island City - Astoria,2019,UHF42,63.8,57.1,4.2,29.0,39.5,3.5,,,,4.0,9.0,27.0,8.633333333333333,21.2,,,28.4,5.0
Long Island City - Astoria,2020,UHF34,,,,,,,,,,,,,7.633333333333333,20.233333333333334,,,31.0,
Long Island City - Astoria,2020,UHF42,,,,,,,,,,,,,7.633333333333334,20.233333333333334,,,31.0,
Long Island City - Astoria,2021,UHF34,,,,,,,,,,,,,7.8999999999999995,19.2,,,29.2,
Long Island City - Astoria,2021,UHF42,,,,,,,,,,,,,7.8999999999999995,19.2,,,29.2,
Long Island City - Astoria,2022,UHF34,,,,,,,,,,,,,6.966666666666666,17.833333333333332,,,32.9,
Long Island City - Astoria,2022,UHF42,,,,,,,,,,,,,6.966666666666666,17.833333333333332,,,32.9,
Long Island City and Astoria,2005,CD,33.6,31.8,1.6,,,,,,,,,,,,,,,
Long Island City and Astoria,2009,CD,,,,,,,,,,,,,11.5,25.666666666666668,,,26.3,
Long Island City and Astoria,2010,CD,43.2,40.2,2.1,,,,,,,,,,10.266666666666667,23.3,,,30.75,
Long Island City and Astoria,2011,CD,,,,,,,,,,,,,11.700000000000001,24.933333333333334,1.6,2.2,33.3,
Long Island City and Astoria,2012,CD,,,,,,,,,,,,,9.700000000000001,21.766666666666666,,,34.6,
Long Island City and Astoria,2013,CD,,,,,,,,,,,,,10.033333333333333,21.5,,,31.2,
Long Island City and Astoria,2014,CD,,,,,,,,,,,,,10.1,21.933333333333334,,,31.1,
Long Island City and Astoria,2015,CD,,,,,,,,,,,,,9.466666666666667,20.666666666666668,,,31.8,
Long Island City and Astoria,2016,CD,,,,,,,,,,,,,8.166666666666666,19.900000000000002,,,33.4,
Long Island City and Astoria,2017,CD,,,,,,,,,,,,,8.466666666666667,20.733333333333334,,,29.5,
Long Island City and Astoria,2018,CD,,,,,,,,,,,,,8.166666666666666,20.066666666666666,,,30.5,
Long Island City and Astoria,2019,CD,43.5,38.4,3.5,,,,,,,,,,7.833333333333333,19.333333333333332,,,29.4,
Long Island City and Astoria,2020,CD,,,,,,,,,,,,,7.266666666666667,18.833333333333332,,,31.8,
Long Island City and Astoria,2021,CD,,,,,,,,,,,,,7.433333333333333,17.433333333333334,,,30.4,
Long Island City and Astoria,2022,CD,,,,,,,,,,,,,6.766666666666667,16.566666666666666,,,33.6,
Lower East Side and Chinatown,2005,CD,134.8,123.9,9.9,,,,,,,,,,,,,,,
Lower East Side and Chinatown,2009,CD,,,,,,,,,,,,,12.700000000000001,32.333333333333336,,,21.6,
Lower East Side and Chinatown,2010,CD,129.3,120.2,3.9,,,,,,,,,,11.299999999999999,29.0,,,26.6,
Lower East Side and Chinatown,2011,CD,,,,,,,,,,,,,12.533333333333333,30.266666666666666,2.2,2.5,27.4,
Lower East Side and Chinatown,2012,CD,,,,,,,,,,,,,10.6,27.099999999999998,,,28.8,
Lower East Side and Chinatown,2013,CD,,,,,,,,,,,,,10.933333333333332,26.8,,,26.1,
Lower East Side and Chinatown,2014,CD,,,,,,,,,,,,,11.233333333333334,26.400000000000002,,,27.3,
Lower East Side and Chinatown,2015,CD,,,,,,,,,,,,,10.233333333333334,24.400000000000002,,,28.0,
Lower East Side and Chinatown,2016,CD,,,,,,,,,,,,,9.266666666666666,23.8,,,30.4,
Lower East Side and Chinatown,2017,CD,,,,,,,,,,,,,9.033333333333333,24.0,,,25.9,
Lower East Side and Chinatown,2018,CD,,,,,,,,,,,,,8.766666666666667,22.933333333333334,,,27.1,
Lower East Side and Chinatown,2019,CD,139.0,127.4,7.0,,,,,,,,,,9.466666666666667,22.233333333333334,,,25.9,
Lower East Side and Chinatown,2020,CD,,,,,,,,,,,,,8.466666666666667,21.099999999999998,,,29.0,
Lower East Side and Chinatown,2021,CD,,,,,,,,,,,,,8.299999999999999,19.533333333333335,,,28.4,
Lower East Side and Chinatown,2022,CD,,,,,,,,,,,,,7.566666666666666,18.0,,,31.4,
Lower Manhattan,2005,UHF42,95.4,89.5,4.2,,,,,,,,,,,,6.3,4.2,,
Lower Manhattan,2007,UHF42,,,,53.3,42.05,5.85,,,,3.8,18.6,59.5,,,,,,15.6
Lower Manhattan,2009,UHF42,,,,,,,,,,,,,14.033333333333333,37.46666666666667,,,18.9,
Lower Manhattan,2010,UHF42,91.5,81.5,3.0,,,,,,,,,,12.799999999999999,33.333333333333336,,,24.799999999999997,
Lower Manhattan,2011,UHF42,,,,41.45,41.9,6.05,,,,2.8,14.0,36.4,13.433333333333332,34.166666666666664,2.1,2.3,25.1,5.8
Lower Manhattan,2012,UHF42,,,,,,,,,,,,,11.766666666666666,30.8,,,26.4,
Lower Manhattan,2013,UHF42,,,,,,,118.7,1.7,13.7,,,,12.033333333333333,30.400000000000002,,,24.3,
Lower Manhattan,2014,UHF42,,,,38.2,39.95,4.45,,,,2.5,12.4,34.4,12.266666666666666,29.53333333333333,0.9,1.5,26.0,6.1
Lower Manhattan,2015,UHF42,,,,,,,114.9,1.2,8.3,,,,10.799999999999999,26.599999999999998,,,27.0,
Lower Manhattan,2016,UHF42,,,,,,,,,,,,,9.866666666666667,26.0,,,29.7,
Lower Manhattan,2017,UHF42,,,,27.299999999999997,38.15,4.0,,,,2.7,10.9,27.3,9.533333333333333,26.333333333333332,,,24.7,6.6
Lower Manhattan,2018,UHF42,,,,,,,,,,,,,9.799999999999999,25.7,,,25.9,
Lower Manhattan,2019,UHF42,112.3,102.6,3.4,25.5,31.5,3.0,,,,2.0,7.0,23.0,9.0,25.0,,,24.7,4.0
Lower Manhattan,2020,UHF42,,,,,,,,,,,,,8.366666666666667,23.433333333333337,,,27.7,
Lower Manhattan,2021,UHF42,,,,,,,,,,,,,8.299999999999999,21.666666666666668,,,28.0,
Lower Manhattan,2022,UHF42,,,,,,,,,,,,,7.533333333333334,21.033333333333335,,,30.3,
Manhattan,2005,Borough,108.4,100.8,6.2,,,,,,,,,,,,4.7,4.3,,
Manhattan,2007,Borough,,,,119.65,81.94999999999999,12.8,,,,3.9,22.4,64.0,,,,,,18.3
Manhattan,2009,Borough,,,,,,,,,,,,,13.5,34.4,,,20.4,
Manhattan,2010,Borough,114.7,104.2,5.3,,,,,,,,,,12.333333333333334,30.433333333333337,,,27.85,
Manhattan,2011,Borough,,,,95.0,89.44999999999999,12.399999999999999,,,,3.8,15.0,50.0,13.200000000000001,31.366666666666664,2.1,2.4,27.3,12.6
Manhattan,2012,Borough,,,,,,,,,,,,,11.366666666666667,28.233333333333334,,,29.2,
Manhattan,2013,Borough,,,,,,,161.1,5.9,50.6,,,,11.766666666666666,28.099999999999998,,,26.3,
Manhattan,2014,Borough,,,,78.75,86.85,12.700000000000001,,,,4.2,12.3,44.0,11.766666666666666,27.266666666666666,0.9,1.5,27.0,10.9
Manhattan,2015,Borough,,,,,,,142.8,3.7,26.8,,,,10.633333333333333,25.066666666666666,,,27.8,
Manhattan,2016,Borough,,,,,,,,,,,,,9.333333333333334,24.166666666666668,,,30.3,
Manhattan,2017,Borough,,,,64.15,79.15,10.4,,,,3.9,14.6,38.0,9.366666666666667,25.2,,,25.3,9.6
Manhattan,2018,Borough,,,,,,,,,,,,,9.266666666666666,23.900000000000002,,,27.0,
Manhattan,2019,Borough,129.5,116.7,7.3,49.5,65.5,8.5,,,,4.0,9.0,33.0,9.0,22.46666666666667,,,25.9,6.0
Manhattan,2020,Borough,,,,,,,,,,,,,8.033333333333333,21.933333333333334,,,28.8,
Manhattan,2021,Borough,,,,,,,,,,,,,8.1,20.03333333333333,,,27.9,
Manhattan,2022,Borough,,,,,,,,,,,,,7.466666666666666,19.3,,,30.2,
Midtown,2005,CD,138.1,124.0,10.9,,,,,,,,,,,,,,,
Midtown,2009,CD,,,,,,,,,,,,,16.96666666666667,47.46666666666667,,,14.4,
Midtown,2010,CD,80.6,63.6,7.3,,,,,,,,,,15.800000000000002,42.199999999999996,,,20.15,
Midtown,2011,CD,,,,,,,,,,,,,15.799999999999999,42.5,3.4,3.0,21.0,
Midtown,2012,CD,,,,,,,,,,,,,14.4,39.43333333333333,,,22.5,
Midtown,2013,CD,,,,,,,,,,,,,15.133333333333335,38.300000000000004,,,20.7,
Midtown,2014,CD,,,,,,,,,,,,,14.933333333333332,37.5,,,21.8,
Midtown,2015,CD,,,,,,,,,,,,,12.866666666666667,32.53333333333333,,,24.3,
Midtown,2016,CD,,,,,,,,,,,,,11.5,31.266666666666666,,,26.9,
Midtown,2017,CD,,,,,,,,,,,,,11.299999999999999,33.03333333333333,,,21.3,
Midtown,2018,CD,,,,,,,,,,,,,12.333333333333334,31.700000000000003,,,22.9,
Midtown,2019,CD,94.8,71.1,12.5,,,,,,,,,,12.5,29.066666666666666,,,23.1,
Midtown,2020,CD,,,,,,,,,,,,,10.333333333333334,28.133333333333336,,,26.9,
Midtown,2021,CD,,,,,,,,,,,,,9.633333333333333,25.233333333333334,,,26.9,
Midtown,2022,CD,,,,,,,,,,,,,9.299999999999999,25.733333333333334,,,27.7,
Morningside Heights and Hamilton Heights,2005,CD,88.8,83.8,4.0,,,,,,,,,,,,,,,
Morningside Heights and Hamilton Heights,2009,CD,,,,,,,,,,,,,12.6,31.400000000000002,,,21.3,
Morningside Heights and Hamilton Heights,2010,CD,115.6,108.4,4.7,,,,,,,,,,11.6,27.333333333333332,,,27.6,
Morningside Heights and Hamilton Heights,2011,CD,,,,,,,,,,,,,12.566666666666668,28.233333333333334,2.0,2.5,29.2,
Morningside Heights and Hamilton Heights,2012,CD,,,,,,,,,,,,,10.666666666666666,25.0,,,31.6,
Morningside Heights and Hamilton Heights,2013,CD,,,,,,,,,,,,,10.966666666666669,25.5,,,28.3,
Morningside Heights and Hamilton Heights,2014,CD,,,,,,,,,,,,,10.733333333333334,24.133333333333336,,,28.5,
Morningside Heights and Hamilton Heights,2015,CD,,,,,,,,,,,,,9.9,22.8,,,28.8,
Morningside Heights and Hamilton Heights,2016,CD,,,,,,,,,,,,,8.4,21.833333333333332,,,31.3,
Morningside Heights and Hamilton Heights,2017,CD,,,,,,,,,,,,,8.766666666666667,23.133333333333336,,,26.4,
Morningside Heights and Hamilton Heights,2018,CD,,,,,,,,,,,,,8.266666666666667,21.866666666666664,,,28.3,
Morningside Heights and Hamilton Heights,2019,CD,133.1,123.1,6.7,,,,,,,,,,7.5,19.900000000000002,,,27.0,
Morningside Heights and Hamilton Heights,2020,CD,,,,,,,,,,,,,7.033333333333334,19.733333333333334,,,29.4,
Morningside Heights and Hamilton Heights,2021,CD,,,,,,,,,,,,,7.466666666666668,17.900000000000002,,,28.6,
Morningside Heights and Hamilton Heights,2022,CD,,,,,,,,,,,,,6.8,17.133333333333336,,,30.6,
Morris Park and Bronxdale,2005,CD,31.8,30.2,1.2,,,,,,,,,,,,,,,
Morris Park and Bronxdale,2009,CD,,,,,,,,,,,,,11.5,23.7,,,26.1,
Morris Park and Bronxdale,2010,CD,34.2,32.3,1.0,,,,,,,,,,10.633333333333333,21.133333333333333,,,30.85,
Morris Park and Bronxdale,2011,CD,,,,,,,,,,,,,11.733333333333334,22.233333333333334,1.5,2.1,33.5,
Morris Park and Bronxdale,2012,CD,,,,,,,,,,,,,9.566666666666666,19.866666666666664,,,35.0,
Morris Park and Bronxdale,2013,CD,,,,,,,,,,,,,9.799999999999999,18.966666666666665,,,31.6,
Morris Park and Bronxdale,2014,CD,,,,,,,,,,,,,9.833333333333334,20.066666666666666,,,31.4,
Morris Park and Bronxdale,2015,CD,,,,,,,,,,,,,9.466666666666667,19.633333333333336,,,30.5,
Morris Park and Bronxdale,2016,CD,,,,,,,,,,,,,7.8,18.099999999999998,,,33.2,
Morris Park and Bronxdale,2017,CD,,,,,,,,,,,,,8.233333333333333,19.966666666666665,,,29.2,
Morris Park and Bronxdale,2018,CD,,,,,,,,,,,,,7.8999999999999995,17.733333333333334,,,31.1,
Morris Park and Bronxdale,2019,CD,38.1,35.5,1.4,,,,,,,,,,7.2,16.133333333333333,,,30.3,
Morris Park and Bronxdale,2020,CD,,,,,,,,,,,,,6.7,17.400000000000002,,,31.3,
Morris Park and Bronxdale,2021,CD,,,,,,,,,,,,,7.2,16.2,,,30.3,
Morris Park and Bronxdale,2022,CD,,,,,,,,,,,,,6.833333333333333,16.133333333333333,,,32.8,
Morrisania and Crotona,2005,CD,35.9,32.7,2.6,,,,,,,,,,,,,,,
Morrisania and Crotona,2009,CD,,,,,,,,,,,,,12.333333333333334,28.133333333333336,,,23.4,
Morrisania and Crotona,2010,CD,33.2,29.4,2.5,,,,,,,,,,11.533333333333333,24.666666666666668,,,29.45,
Morrisania and Crotona,2011,CD,,,,,,,,,,,,,12.4,25.599999999999998,1.4,2.0,31.9,
Morrisania and Crotona,2012,CD,,,,,,,,,,,,,10.433333333333332,22.53333333333333,,,33.7,
Morrisania and Crotona,2013,CD,,,,,,,,,,,,,10.566666666666666,22.5,,,30.4,
Morrisania and Crotona,2014,CD,,,,,,,,,,,,,10.4,22.233333333333334,,,30.3,
Morrisania and Crotona,2015,CD,,,,,,,,,,,,,9.866666666666667,21.266666666666666,,,30.2,
Morrisania and Crotona,2016,CD,,,,,,,,,,,,,8.266666666666667,20.066666666666666,,,32.6,
Morrisania and Crotona,2017,CD,,,,,,,,,,,,,8.700000000000001,21.633333333333336,,,28.3,
Morrisania and Crotona,2018,CD,,,,,,,,,,,,,8.233333333333334,20.26666666666667,,,30.1,
Morrisania and Crotona,2019,CD,43.4,38.6,3.2,,,,,,,,,,7.466666666666666,18.400000000000002,,,29.2,
Morrisania and Crotona,2020,CD,,,,,,,,,,,,,6.8999999999999995,18.933333333333334,,,30.6,
Morrisania and Crotona,2021,CD,,,,,,,,,,,,,7.333333333333333,17.166666666666668,,,29.4,
Morrisania and Crotona,2022,CD,,,,,,,,,,,,,6.966666666666666,17.566666666666666,,,31.8,
Mott Haven and Melrose,2005,CD,68.6,63.5,4.5,,,,,,,,,,,,,,,
Mott Haven and Melrose,2009,CD,,,,,,,,,,,,,12.766666666666666,28.433333333333334,,,24.0,
Mott Haven and Melrose,2010,CD,75.6,68.4,5.0,,,,,,,,,,11.833333333333334,25.133333333333336,,,29.55,
Mott Haven and Melrose,2011,CD,,,,,,,,,,,,,12.933333333333332,26.233333333333334,1.4,2.2,32.1,
Mott Haven and Melrose,2012,CD,,,,,,,,,,,,,10.966666666666667,22.96666666666667,,,34.0,
Mott Haven and Melrose,2013,CD,,,,,,,,,,,,,11.166666666666666,23.133333333333336,,,30.6,
Mott Haven and Melrose,2014,CD,,,,,,,,,,,,,11.033333333333333,22.766666666666666,,,30.5,
Mott Haven and Melrose,2015,CD,,,,,,,,,,,,,10.433333333333334,21.7,,,30.8,
Mott Haven and Melrose,2016,CD,,,,,,,,,,,,,8.966666666666667,20.7,,,32.8,
Mott Haven and Melrose,2017,CD,,,,,,,,,,,,,9.333333333333334,21.933333333333334,,,28.4,
Mott Haven and Melrose,2018,CD,,,,,,,,,,,,,8.833333333333334,21.633333333333336,,,29.7,
Mott Haven and Melrose,2019,CD,83.9,73.8,7.6,,,,,,,,,,8.266666666666667,20.400000000000002,,,28.5,
Mott Haven and Melrose,2020,CD,,,,,,,,,,,,,7.033333333333334,20.099999999999998,,,30.6,
Mott Haven and Melrose,2021,CD,,,,,,,,,,,,,7.5,18.7,,,28.8,
Mott Haven and Melrose,2022,CD,,,,,,,,,,,,,6.8,18.433333333333334,,,31.9,
New York City,2005,Citywide,49.2,46.3,2.6,,,,,,,,,,,,2.9,3.2,,
New York City,2007,Citywide,,,,91.6,68.35,14.55,,,,4.9,25.7,64.7,,,,,,19.8
New York City,2009,Citywide,,,,,,,,,,,,,11.333333333333334,23.166666666666668,,,26.0,
New York City,2010,Citywide,57.0,53.4,2.4,,,,,,,,,,10.4,21.166666666666668,,,30.900000000000002,
New York City,2011,Citywide,,,,75.95,78.0,14.85,,,,4.7,17.8,48.2,11.4,22.26666666666667,1.6,2.1,33.1,14.1
New York City,2012,Citywide,,,,,,,,,,,,,9.5,19.3,,,33.8,
New York City,2013,Citywide,,,,,,,29.4,0.7,6.1,,,,9.733333333333333,19.166666666666668,,,31.0,
New York City,2014,Citywide,,,,70.0,86.45,15.3,,,,5.0,13.2,40.6,9.766666666666667,19.7,0.9,1.5,31.4,11.7
New York City,2015,Citywide,,,,,,,27.4,0.5,3.5,,,,9.033333333333333,18.566666666666666,,,31.8,
New York City,2016,Citywide,,,,,,,,,,,,,7.866666666666667,17.633333333333336,,,33.8,
New York City,2017,Citywide,,,,56.400000000000006,75.1,11.299999999999999,,,,4.8,17.0,37.7,8.1,18.433333333333334,,,29.5,11.8
New York City,2018,Citywide,,,,,,,,,,,,,7.833333333333333,17.46666666666667,,,30.6,
New York City,2019,Citywide,59.6,54.9,3.2,45.0,63.0,9.5,,,,5.0,10.0,33.0,7.266666666666667,16.3,,,30.6,7.0
New York City,2020,Citywide,,,,,,,,,,,,,6.833333333333333,16.266666666666666,,,29.8,
New York City,2021,Citywide,,,,,,,,,,,,,7.166666666666667,15.899999999999999,,,30.2,
New York City,2022,Citywide,,,,,,,,,,,,,6.333333333333333,15.133333333333335,,,34.1,
Northeast Bronx,2005,UHF42,38.8,34.8,3.6,,,,,,,,,,,,2.8,3.2,,
Northeast Bronx,2007,UHF42,,,,111.0,86.4,18.55,,,,5.4,25.9,77.3,,,,,,25.9
Northeast Bronx,2009,UHF34,,,,,,,,,,,,,11.533333333333333,22.633333333333336,,,26.8,
Northeast Bronx,2009,UHF42,,,,,,,,,,,,,11.533333333333333,22.633333333333336,,,26.8,
Northeast Bronx,2010,UHF34,,,,,,,,,,,,,10.566666666666666,20.266666666666666,,,31.3,
Northeast Bronx,2010,UHF42,43.0,38.9,3.3,,,,,,,,,,10.566666666666666,20.266666666666666,,,31.3,
Northeast Bronx,2011,UHF34,,,,,,,,,,,,,11.766666666666666,21.433333333333334,,,33.4,
Northeast Bronx,2011,UHF42,,,,55.5,60.75,21.0,,,,5.4,16.2,57.0,11.766666666666666,21.433333333333334,1.4,2.0,33.4,18.6
Northeast Bronx,2012,UHF34,,,,,,,,,,,,,9.4,19.5,,,35.1,
Northeast Bronx,2012,UHF42,,,,,,,,,,,,,9.4,19.5,,,35.1,
Northeast Bronx,2013,UHF34,,,,,,,,,,,,,9.833333333333334,18.3,,,31.7,
Northeast Bronx,2013,UHF42,,,,,,,33.8,0.3,2.2,,,,9.833333333333334,18.3,,,31.7,
Northeast Bronx,2014,UHF34,,,,,,,,,,,,,9.966666666666667,19.666666666666668,,,31.5,
Northeast Bronx,2014,UHF42,,,,98.80000000000001,133.15,26.35,,,,6.6,13.0,47.9,9.966666666666667,19.666666666666668,0.9,1.5,31.5,14.2
Northeast Bronx,2015,UHF34,,,,,,,,,,,,,9.633333333333333,19.566666666666666,,,29.9,
