Area,Year,Geo Type Name,Annual vehicle miles traveled,Annual vehicle miles traveled (cars),Annual vehicle miles traveled (trucks),Asthma emergency department visits due to PM2.5,Asthma emergency departments visits due to Ozone,Asthma hospitalizations due to Ozone,Boiler Emissions- Total NOx Emissions,Boiler Emissions- Total PM2.5 Emissions,Boiler Emissions- Total SO2 Emissions,Cardiac and respiratory deaths due to Ozone,Cardiovascular hospitalizations due to PM2.5 (age 40+),Deaths due to PM2.5,Fine particles (PM 2.5),Nitrogen dioxide (NO2),Outdoor Air Toxics - Benzene,Outdoor Air Toxics - Formaldehyde,Ozone (O3),Respiratory hospitalizations due to PM2.5 (age 20+)
East Flatbush,2021,CD,,,,,,,,,,,,,7.166666666666667,16.766666666666666,,,31.0,
East Flatbush,2022,CD,,,,,,,,,,,,,6.2,15.666666666666666,,,34.9,
East Flatbush - Flatbush,2005,UHF42,74.8,71.9,2.4,,,,,,,,,,,,2.3,2.8,,
East Flatbush - Flatbush,2007,UHF42,,,,84.30000000000001,71.65,17.400000000000002,,,,4.1,24.0,54.9,,,,,,13.3
East Flatbush - Flatbush,2009,UHF34,,,,,,,,,,,,,11.466666666666667,25.666666666666668,,,25.5,
East Flatbush - Flatbush,2009,UHF42,,,,,,,,,,,,,11.466666666666667,25.666666666666668,,,25.5,
East Flatbush - Flatbush,2010,UHF34,,,,,,,,,,,,,10.633333333333335,23.566666666666666,,,30.2,
East Flatbush - Flatbush,2010,UHF42,52.7,50.2,1.2,,,,,,,,,,10.633333333333335,23.566666666666666,,,30.2,
East Flatbush - Flatbush,2011,UHF34,,,,,,,,,,,,,11.4,24.3,,,32.7,
East Flatbush - Flatbush,2011,UHF42,,,,86.85,97.55,17.099999999999998,,,,3.9,18.5,43.2,11.4,24.3,1.4,2.1,32.7,10.5
East Flatbush - Flatbush,2012,UHF34,,,,,,,,,,,,,9.533333333333333,20.733333333333334,,,33.4,
East Flatbush - Flatbush,2012,UHF42,,,,,,,,,,,,,9.533333333333333,20.733333333333334,,,33.4,
East Flatbush - Flatbush,2013,UHF34,,,,,,,,,,,,,9.666666666666666,21.0,,,30.7,
East Flatbush - Flatbush,2013,UHF42,,,,,,,33.5,0.3,2.3,,,,9.666666666666666,21.0,,,30.7,
East Flatbush - Flatbush,2014,UHF34,,,,,,,,,,,,,9.799999999999999,21.3,,,30.9,
East Flatbush - Flatbush,2014,UHF42,,,,76.15,102.5,21.900000000000002,,,,4.7,13.4,37.3,9.799999999999999,21.3,1.0,1.6,30.9,10.6
East Flatbush - Flatbush,2015,UHF34,,,,,,,,,,,,,8.9,19.966666666666665,,,32.2,
East Flatbush - Flatbush,2015,UHF42,,,,,,,33.2,0.2,1.7,,,,8.9,19.966666666666665,,,32.2,
East Flatbush - Flatbush,2016,UHF34,,,,,,,,,,,,,8.033333333333333,18.900000000000002,,,33.7,
East Flatbush - Flatbush,2016,UHF42,,,,,,,,,,,,,8.033333333333333,18.900000000000002,,,33.7,
East Flatbush - Flatbush,2017,UHF34,,,,,,,,,,,,,8.033333333333333,19.266666666666666,,,30.1,
East Flatbush - Flatbush,2017,UHF42,,,,63.05,91.05,15.700000000000001,,,,4.8,18.3,36.2,8.033333333333333,19.266666666666666,,,30.1,9.7
East Flatbush - Flatbush,2018,UHF34,,,,,,,,,,,,,7.900000000000001,18.166666666666668,,,31.0,
East Flatbush - Flatbush,2018,UHF42,,,,,,,,,,,,,7.900000000000001,18.166666666666668,,,31.0,
East Flatbush - Flatbush,2019,UHF34,,,,,,,,,,,,,7.033333333333334,16.933333333333334,,,31.4,
East Flatbush - Flatbush,2019,UHF42,60.2,56.6,1.9,56.0,76.5,12.0,,,,5.0,11.0,34.0,7.033333333333334,16.933333333333334,,,31.4,6.0
East Flatbush - Flatbush,2020,UHF34,,,,,,,,,,,,,6.766666666666667,17.633333333333336,,,29.5,
East Flatbush - Flatbush,2020,UHF42,,,,,,,,,,,,,6.766666666666667,17.633333333333336,,,29.5,
East Flatbush - Flatbush,2021,UHF34,,,,,,,,,,,,,7.1000000000000005,16.633333333333333,,,30.9,
East Flatbush - Flatbush,2021,UHF42,,,,,,,,,,,,,7.1000000000000005,16.633333333333333,,,30.9,
East Flatbush - Flatbush,2022,UHF34,,,,,,,,,,,,,6.166666666666667,15.366666666666665,,,34.9,
East Flatbush - Flatbush,2022,UHF42,,,,,,,,,,,,,6.166666666666667,15.366666666666665,,,34.9,
East Harlem,2005,CD,110.8,104.8,4.9,,,,,,,,,,,,,,,
East Harlem,2005,UHF42,108.9,102.5,5.2,,,,,,,,,,,,4.2,4.2,,
East Harlem,2007,UHF42,,,,278.45,184.35000000000002,31.3,,,,4.7,39.0,100.5,,,,,,44.8
East Harlem,2009,CD,,,,,,,,,,,,,12.4,30.133333333333336,,,22.8,
East Harlem,2009,UHF34,,,,,,,,,,,,,12.4,30.2,,,22.8,
East Harlem,2009,UHF42,,,,,,,,,,,,,12.066666666666668,30.2,,,22.8,
East Harlem,2010,CD,151.6,142.5,4.6,,,,,,,,,,11.266666666666666,26.766666666666666,,,28.200000000000003,
East Harlem,2010,UHF34,,,,,,,,,,,,,11.266666666666666,26.866666666666664,,,28.1,
East Harlem,2010,UHF42,146.0,136.6,4.9,,,,,,,,,,10.966666666666667,26.866666666666664,,,28.1,
East Harlem,2011,CD,,,,,,,,,,,,,12.433333333333332,27.866666666666664,2.1,2.6,30.3,
East Harlem,2011,UHF34,,,,,,,,,,,,,12.433333333333332,27.96666666666667,,,30.3,
East Harlem,2011,UHF42,,,,223.25,205.6,29.849999999999998,,,,4.7,23.3,69.9,12.266666666666666,27.966666666666665,2.1,2.6,30.3,29.2
East Harlem,2012,CD,,,,,,,,,,,,,10.533333333333333,24.666666666666668,,,32.3,
East Harlem,2012,UHF34,,,,,,,,,,,,,10.5,24.766666666666666,,,32.3,
East Harlem,2012,UHF42,,,,,,,,,,,,,10.266666666666666,24.766666666666666,,,32.3,
East Harlem,2013,CD,,,,,,,,,,,,,10.866666666666667,24.833333333333332,,,28.9,
East Harlem,2013,UHF34,,,,,,,,,,,,,10.866666666666667,24.933333333333334,,,28.9,
East Harlem,2013,UHF42,,,,,,,55.8,1.3,11.6,,,,10.533333333333333,24.933333333333334,,,28.9,
East Harlem,2014,CD,,,,,,,,,,,,,10.733333333333334,24.3,,,29.0,
East Harlem,2014,UHF34,,,,,,,,,,,,,10.733333333333334,24.400000000000002,,,28.9,
East Harlem,2014,UHF42,,,,185.45,208.25,30.75,,,,5.3,20.7,57.9,10.433333333333334,24.400000000000002,1.0,1.7,28.9,22.2
East Harlem,2015,CD,,,,,,,,,,,,,10.0,22.8,,,29.6,
East Harlem,2015,UHF34,,,,,,,,,,,,,10.0,22.866666666666664,,,29.6,
East Harlem,2015,UHF42,,,,,,,50.1,0.7,4.8,,,,10.0,22.866666666666664,,,29.6,
East Harlem,2016,CD,,,,,,,,,,,,,8.566666666666666,21.900000000000002,,,31.7,
East Harlem,2016,UHF34,,,,,,,,,,,,,8.566666666666666,22.0,,,31.6,
East Harlem,2016,UHF42,,,,,,,,,,,,,8.566666666666666,22.0,,,31.6,
East Harlem,2017,CD,,,,,,,,,,,,,8.833333333333334,22.933333333333334,,,26.9,
East Harlem,2017,UHF34,,,,,,,,,,,,,8.9,23.03333333333333,,,26.9,
East Harlem,2017,UHF42,,,,163.55,201.9,23.0,,,,5.2,25.5,54.2,8.9,23.03333333333333,,,26.9,20.3
East Harlem,2018,CD,,,,,,,,,,,,,8.166666666666666,21.333333333333332,,,28.8,
East Harlem,2018,UHF34,,,,,,,,,,,,,8.166666666666666,21.366666666666664,,,28.8,
East Harlem,2018,UHF42,,,,,,,,,,,,,8.166666666666666,21.366666666666664,,,28.8,
East Harlem,2019,CD,152.6,140.8,7.7,,,,,,,,,,7.733333333333334,20.2,,,27.5,
East Harlem,2019,UHF34,,,,,,,,,,,,,7.733333333333333,20.166666666666668,,,27.5,
East Harlem,2019,UHF42,147.9,135.8,8.1,125.0,170.5,18.0,,,,5.0,14.0,45.0,7.733333333333333,20.166666666666668,,,27.5,10.0
East Harlem,2020,CD,,,,,,,,,,,,,7.166666666666667,19.933333333333334,,,30.1,
East Harlem,2020,UHF34,,,,,,,,,,,,,7.166666666666667,19.933333333333334,,,30.2,
East Harlem,2020,UHF42,,,,,,,,,,,,,7.166666666666667,19.933333333333334,,,30.2,
East Harlem,2021,CD,,,,,,,,,,,,,7.433333333333333,18.266666666666666,,,28.3,
East Harlem,2021,UHF34,,,,,,,,,,,,,7.433333333333333,18.266666666666666,,,28.4,
East Harlem,2021,UHF42,,,,,,,,,,,,,7.433333333333334,18.266666666666666,,,28.4,
East Harlem,2022,CD,,,,,,,,,,,,,6.766666666666667,17.099999999999998,,,31.5,
East Harlem,2022,UHF34,,,,,,,,,,,,,6.7,17.099999999999998,,,31.6,
East Harlem,2022,UHF42,,,,,,,,,,,,,6.7,17.099999999999998,,,31.6,
East New York,2005,UHF42,55.5,48.8,6.4,,,,,,,,,,,,2.3,2.8,,
East New York,2007,UHF42,,,,137.85,111.60000000000001,21.75,,,,3.5,32.8,64.1,,,,,,20.4
East New York,2009,UHF34,,,,,,,,,,,,,11.633333333333333,24.46666666666667,,,26.3,
East New York,2009,UHF42,,,,,,,,,,,,,11.200000000000001,24.46666666666667,,,26.3,
East New York,2010,UHF34,,,,,,,,,,,,,10.633333333333333,22.46666666666667,,,31.0,
East New York,2010,UHF42,47.5,45.2,1.7,,,,,,,,,,10.166666666666666,22.46666666666667,,,31.0,
East New York,2011,UHF34,,,,,,,,,,,,,11.366666666666667,23.766666666666666,,,33.5,
East New York,2011,UHF42,,,,119.1,129.5,20.65,,,,3.5,22.4,45.9,10.933333333333332,23.766666666666666,1.4,2.1,33.5,13.9
East New York,2012,UHF34,,,,,,,,,,,,,9.466666666666667,20.5,,,34.0,
East New York,2012,UHF42,,,,,,,,,,,,,9.0,20.5,,,34.0,
East New York,2013,UHF34,,,,,,,,,,,,,9.799999999999999,20.7,,,31.5,
East New York,2013,UHF42,,,,,,,14.7,0.0,0.1,,,,9.333333333333334,20.7,,,31.5,
East New York,2014,UHF34,,,,,,,,,,,,,9.833333333333334,20.633333333333333,,,32.0,
East New York,2014,UHF42,,,,113.25,148.8,23.9,,,,4.0,16.9,38.6,9.366666666666667,20.633333333333333,0.9,1.5,32.0,14.0
East New York,2015,UHF34,,,,,,,,,,,,,9.1,19.333333333333332,,,32.6,
East New York,2015,UHF42,,,,,,,14.7,0.0,0.1,,,,9.1,19.333333333333332,,,32.6,
East New York,2016,UHF34,,,,,,,,,,,,,8.166666666666666,18.233333333333334,,,34.3,
East New York,2016,UHF42,,,,,,,,,,,,,8.166666666666666,18.233333333333334,,,34.3,
East New York,2017,UHF34,,,,,,,,,,,,,8.233333333333333,18.866666666666664,,,30.9,
East New York,2017,UHF42,,,,94.9,135.7,19.7,,,,4.1,22.8,37.1,8.233333333333333,18.866666666666664,,,30.9,13.2
East New York,2018,UHF34,,,,,,,,,,,,,7.8999999999999995,18.033333333333335,,,31.7,
East New York,2018,UHF42,,,,,,,,,,,,,7.8999999999999995,18.033333333333335,,,31.7,
East New York,2019,UHF34,,,,,,,,,,,,,7.266666666666667,16.46666666666667,,,32.6,
East New York,2019,UHF42,55.4,51.7,2.4,78.5,111.0,16.5,,,,4.0,13.0,34.0,7.266666666666667,16.46666666666667,,,32.6,9.0
East New York,2020,UHF34,,,,,,,,,,,,,6.766666666666667,17.2,,,29.5,
East New York,2020,UHF42,,,,,,,,,,,,,6.766666666666667,17.2,,,29.5,
East New York,2021,UHF34,,,,,,,,,,,,,7.2,16.366666666666667,,,31.1,
East New York,2021,UHF42,,,,,,,,,,,,,7.2,16.366666666666667,,,31.1,
East New York,2022,UHF34,,,,,,,,,,,,,6.266666666666667,15.933333333333332,,,34.4,
East New York,2022,UHF42,,,,,,,,,,,,,6.266666666666667,15.933333333333332,,,34.4,
East New York and Starrett City,2005,CD,55.3,48.8,6.2,,,,,,,,,,,,,,,
East New York and Starrett City,2009,CD,,,,,,,,,,,,,11.533333333333333,23.96666666666667,,,26.7,
East New York and Starrett City,2010,CD,51.1,48.9,1.6,,,,,,,,,,10.6,22.03333333333333,,,31.299999999999997,
East New York and Starrett City,2011,CD,,,,,,,,,,,,,11.266666666666666,23.266666666666666,1.3,2.1,33.9,
East New York and Starrett City,2012,CD,,,,,,,,,,,,,9.433333333333334,20.033333333333335,,,34.4,
East New York and Starrett City,2013,CD,,,,,,,,,,,,,9.766666666666667,20.266666666666666,,,31.9,
East New York and Starrett City,2014,CD,,,,,,,,,,,,,9.766666666666666,20.166666666666668,,,32.3,
East New York and Starrett City,2015,CD,,,,,,,,,,,,,9.1,18.933333333333334,,,32.9,
East New York and Starrett City,2016,CD,,,,,,,,,,,,,8.066666666666666,17.8,,,34.6,
East New York and Starrett City,2017,CD,,,,,,,,,,,,,8.200000000000001,18.5,,,31.2,
East New York and Starrett City,2018,CD,,,,,,,,,,,,,7.866666666666667,17.633333333333333,,,32.0,
East New York and Starrett City,2019,CD,58.1,54.7,2.1,,,,,,,,,,7.2,16.066666666666666,,,33.0,
East New York and Starrett City,2020,CD,,,,,,,,,,,,,6.733333333333333,16.966666666666665,,,29.6,
East New York and Starrett City,2021,CD,,,,,,,,,,,,,7.2,16.133333333333336,,,31.3,
East New York and Starrett City,2022,CD,,,,,,,,,,,,,6.233333333333333,15.700000000000001,,,34.6,
Elmhurst and Corona,2005,CD,78.0,72.9,4.7,,,,,,,,,,,,,,,
Elmhurst and Corona,2009,CD,,,,,,,,,,,,,11.633333333333333,27.366666666666664,,,24.9,
Elmhurst and Corona,2010,CD,100.0,94.2,4.1,,,,,,,,,,10.566666666666668,25.133333333333336,,,29.700000000000003,
Elmhurst and Corona,2011,CD,,,,,,,,,,,,,11.533333333333333,26.8,1.6,2.3,32.6,
Elmhurst and Corona,2012,CD,,,,,,,,,,,,,9.700000000000001,23.53333333333333,,,32.9,
Elmhurst and Corona,2013,CD,,,,,,,,,,,,,9.966666666666667,22.96666666666667,,,30.2,
Elmhurst and Corona,2014,CD,,,,,,,,,,,,,9.966666666666667,23.599999999999998,,,30.5,
Elmhurst and Corona,2015,CD,,,,,,,,,,,,,9.266666666666666,21.96666666666667,,,31.2,
Elmhurst and Corona,2016,CD,,,,,,,,,,,,,8.033333333333333,21.099999999999998,,,32.8,
Elmhurst and Corona,2017,CD,,,,,,,,,,,,,8.266666666666666,21.866666666666664,,,29.2,
Elmhurst and Corona,2018,CD,,,,,,,,,,,,,7.966666666666666,20.633333333333333,,,30.5,
Elmhurst and Corona,2019,CD,80.9,73.5,4.9,,,,,,,,,,7.533333333333334,19.03333333333333,,,30.6,
Elmhurst and Corona,2020,CD,,,,,,,,,,,,,7.333333333333333,18.866666666666667,,,31.0,
Elmhurst and Corona,2021,CD,,,,,,,,,,,,,7.333333333333333,17.633333333333333,,,30.3,
Elmhurst and Corona,2022,CD,,,,,,,,,,,,,6.666666666666667,16.866666666666664,,,34.1,
Financial District,2005,CD,98.4,91.6,5.3,,,,,,,,,,,,,,,
Financial District,2009,CD,,,,,,,,,,,,,14.0,37.36666666666667,,,19.1,
Financial District,2010,CD,92.7,80.6,4.8,,,,,,,,,,12.733333333333334,33.233333333333334,,,24.95,
Financial District,2011,CD,,,,,,,,,,,,,13.433333333333332,34.13333333333333,2.3,2.5,25.2,
Financial District,2012,CD,,,,,,,,,,,,,11.733333333333334,30.833333333333332,,,26.6,
Financial District,2013,CD,,,,,,,,,,,,,12.033333333333333,30.400000000000002,,,24.4,
Financial District,2014,CD,,,,,,,,,,,,,12.266666666666666,29.53333333333333,,,26.1,
Financial District,2015,CD,,,,,,,,,,,,,10.866666666666667,26.7,,,27.1,
Financial District,2016,CD,,,,,,,,,,,,,9.9,26.099999999999998,,,29.8,
Financial District,2017,CD,,,,,,,,,,,,,9.533333333333333,26.433333333333334,,,24.8,
Financial District,2018,CD,,,,,,,,,,,,,9.866666666666667,25.833333333333332,,,26.0,
Financial District,2019,CD,116.3,103.7,4.9,,,,,,,,,,9.200000000000001,25.166666666666668,,,24.8,
Financial District,2020,CD,,,,,,,,,,,,,8.466666666666667,23.566666666666663,,,27.9,
Financial District,2021,CD,,,,,,,,,,,,,8.4,21.8,,,28.0,
Financial District,2022,CD,,,,,,,,,,,,,7.6000000000000005,21.166666666666668,,,30.3,
Flatbush and Midwood,2005,CD,66.4,63.0,2.8,,,,,,,,,,,,,,,
Flatbush and Midwood,2009,CD,,,,,,,,,,,,,11.300000000000002,24.900000000000002,,,25.6,
Flatbush and Midwood,2010,CD,50.2,47.5,1.5,,,,,,,,,,10.533333333333333,23.0,,,30.299999999999997,
Flatbush and Midwood,2011,CD,,,,,,,,,,,,,11.333333333333334,23.566666666666666,1.4,2.1,32.8,
Flatbush and Midwood,2012,CD,,,,,,,,,,,,,9.433333333333332,19.966666666666665,,,33.5,
Flatbush and Midwood,2013,CD,,,,,,,,,,,,,9.633333333333333,20.266666666666666,,,30.8,
Flatbush and Midwood,2014,CD,,,,,,,,,,,,,9.700000000000001,20.8,,,30.7,
Flatbush and Midwood,2015,CD,,,,,,,,,,,,,8.766666666666666,19.566666666666666,,,32.3,
Flatbush and Midwood,2016,CD,,,,,,,,,,,,,7.866666666666667,18.366666666666667,,,33.6,
Flatbush and Midwood,2017,CD,,,,,,,,,,,,,7.8999999999999995,18.733333333333334,,,29.9,
Flatbush and Midwood,2018,CD,,,,,,,,,,,,,7.833333333333333,17.5,,,30.7,
Flatbush and Midwood,2019,CD,57.2,53.5,1.9,,,,,,,,,,6.933333333333334,16.433333333333334,,,31.1,
Flatbush and Midwood,2020,CD,,,,,,,,,,,,,6.7,17.099999999999998,,,29.2,
Flatbush and Midwood,2021,CD,,,,,,,,,,,,,7.133333333333334,16.433333333333334,,,30.4,
Flatbush and Midwood,2022,CD,,,,,,,,,,,,,6.133333333333333,15.033333333333333,,,34.9,
Flatlands and Canarsie,2005,CD,39.8,38.0,1.5,,,,,,,,,,,,,,,
Flatlands and Canarsie,2009,CD,,,,,,,,,,,,,10.700000000000001,20.566666666666666,,,29.0,
Flatlands and Canarsie,2010,CD,38.5,37.0,0.7,,,,,,,,,,9.966666666666667,19.400000000000002,,,32.5,
Flatlands and Canarsie,2011,CD,,,,,,,,,,,,,10.799999999999999,19.900000000000002,1.0,1.8,35.9,
Flatlands and Canarsie,2012,CD,,,,,,,,,,,,,8.866666666666667,16.666666666666668,,,36.6,
Flatlands and Canarsie,2013,CD,,,,,,,,,,,,,9.266666666666667,17.133333333333333,,,33.7,
Flatlands and Canarsie,2014,CD,,,,,,,,,,,,,9.233333333333333,17.900000000000002,,,33.1,
Flatlands and Canarsie,2015,CD,,,,,,,,,,,,,8.466666666666667,16.866666666666667,,,34.7,
Flatlands and Canarsie,2016,CD,,,,,,,,,,,,,7.5,15.433333333333332,,,35.7,
Flatlands and Canarsie,2017,CD,,,,,,,,,,,,,7.7,16.266666666666666,,,32.4,
Flatlands and Canarsie,2018,CD,,,,,,,,,,,,,7.533333333333334,14.666666666666666,,,32.9,
Flatlands and Canarsie,2019,CD,44.4,42.2,1.0,,,,,,,,,,6.833333333333333,13.633333333333333,,,34.0,
Flatlands and Canarsie,2020,CD,,,,,,,,,,,,,6.366666666666667,15.033333333333333,,,30.4,
Flatlands and Canarsie,2021,CD,,,,,,,,,,,,,6.8999999999999995,14.533333333333333,,,32.2,
Flatlands and Canarsie,2022,CD,,,,,,,,,,,,,5.866666666666667,13.633333333333335,,,36.2,
Flushing - Clearview,2005,UHF42,38.5,36.2,2.0,,,,,,,,,,,,1.9,2.7,,
Flushing - Clearview,2007,UHF42,,,,31.0,25.049999999999997,6.65,,,,5.0,19.2,54.5,,,,,,15.0
Flushing - Clearview,2009,UHF34,,,,,,,,,,,,,11.033333333333331,23.2,,,26.3,
Flushing - Clearview,2009,UHF42,,,,,,,,,,,,,11.033333333333331,23.233333333333334,,,26.3,
Flushing - Clearview,2010,UHF34,,,,,,,,,,,,,10.133333333333333,21.366666666666664,,,31.3,
Flushing - Clearview,2010,UHF42,53.1,49.6,2.5,,,,,,,,,,10.133333333333333,21.400000000000002,,,31.3,
Flushing - Clearview,2011,UHF34,,,,,,,,,,,,,11.299999999999999,22.766666666666666,,,33.9,
Flushing - Clearview,2011,UHF42,,,,23.65,25.25,6.8999999999999995,,,,5.4,14.1,43.6,11.299999999999999,22.766666666666666,1.4,1.9,33.9,11.3
Flushing - Clearview,2012,UHF34,,,,,,,,,,,,,9.4,19.7,,,34.5,
Flushing - Clearview,2012,UHF42,,,,,,,,,,,,,9.4,19.7,,,34.5,
Flushing - Clearview,2013,UHF34,,,,,,,,,,,,,9.466666666666667,18.8,,,31.4,
Flushing - Clearview,2013,UHF42,,,,,,,18.7,0.6,5.1,,,,9.466666666666667,18.8,,,31.4,
Flushing - Clearview,2014,UHF34,,,,,,,,,,,,,9.433333333333332,20.366666666666667,,,32.0,
Flushing - Clearview,2014,UHF42,,,,19.45,26.35,5.7,,,,5.9,9.2,36.5,9.466666666666667,20.366666666666667,0.9,1.5,32.0,8.9
Flushing - Clearview,2015,UHF34,,,,,,,,,,,,,9.0,19.2,,,31.9,
Flushing - Clearview,2015,UHF42,,,,,,,17.0,0.4,3.0,,,,9.0,19.2,,,31.9,
Flushing - Clearview,2016,UHF34,,,,,,,,,,,,,7.566666666666666,18.333333333333332,,,33.5,
Flushing - Clearview,2016,UHF42,,,,,,,,,,,,,7.566666666666666,18.333333333333332,,,33.4,
Flushing - Clearview,2017,UHF34,,,,,,,,,,,,,8.066666666666666,19.3,,,30.3,
Flushing - Clearview,2017,UHF42,,,,18.65,25.8,4.95,,,,5.8,12.8,36.1,8.066666666666668,19.333333333333332,,,30.3,10.2
Flushing - Clearview,2018,UHF34,,,,,,,,,,,,,7.733333333333334,18.333333333333332,,,31.3,
Flushing - Clearview,2018,UHF42,,,,,,,,,,,,,7.733333333333334,18.333333333333332,,,31.3,
Flushing - Clearview,2019,UHF34,,,,,,,,,,,,,7.2,17.066666666666666,,,31.3,
Flushing - Clearview,2019,UHF42,42.3,37.6,3.4,15.5,24.5,5.5,,,,6.0,6.0,30.0,7.2,17.066666666666666,,,31.3,5.0
Flushing - Clearview,2020,UHF34,,,,,,,,,,,,,7.033333333333334,16.5,,,31.6,
Flushing - Clearview,2020,UHF42,,,,,,,,,,,,,7.033333333333334,16.5,,,31.6,
Flushing - Clearview,2021,UHF34,,,,,,,,,,,,,7.066666666666666,15.833333333333334,,,30.8,
Flushing - Clearview,2021,UHF42,,,,,,,,,,,,,7.066666666666666,15.833333333333334,,,30.8,
Flushing - Clearview,2022,UHF34,,,,,,,,,,,,,6.466666666666666,15.699999999999998,,,34.5,
Flushing - Clearview,2022,UHF42,,,,,,,,,,,,,6.466666666666666,15.699999999999998,,,34.5,
Flushing and Whitestone,2005,CD,38.1,35.8,2.0,,,,,,,,,,,,,,,
Flushing and Whitestone,2009,CD,,,,,,,,,,,,,11.1,23.2,,,26.3,
Flushing and Whitestone,2010,CD,52.8,49.5,2.3,,,,,,,,,,10.200000000000001,21.366666666666664,,,31.3,
Flushing and Whitestone,2011,CD,,,,,,,,,,,,,11.333333333333334,22.766666666666666,1.3,1.9,34.0,
Flushing and Whitestone,2012,CD,,,,,,,,,,,,,9.433333333333334,19.666666666666668,,,34.5,
Flushing and Whitestone,2013,CD,,,,,,,,,,,,,9.466666666666667,18.8,,,31.5,
Flushing and Whitestone,2014,CD,,,,,,,,,,,,,9.466666666666667,20.266666666666666,,,32.0,
Flushing and Whitestone,2015,CD,,,,,,,,,,,,,9.066666666666668,19.133333333333333,,,31.9,
Flushing and Whitestone,2016,CD,,,,,,,,,,,,,7.633333333333333,18.266666666666666,,,33.5,
Flushing and Whitestone,2017,CD,,,,,,,,,,,,,8.066666666666666,19.266666666666666,,,30.3,
Flushing and Whitestone,2018,CD,,,,,,,,,,,,,7.766666666666667,18.333333333333332,,,31.3,
Flushing and Whitestone,2019,CD,42.8,38.3,3.2,,,,,,,,,,7.266666666666667,17.066666666666666,,,31.3,
Flushing and Whitestone,2020,CD,,,,,,,,,,,,,7.1000000000000005,16.566666666666666,,,31.6,
Flushing and Whitestone,2021,CD,,,,,,,,,,,,,7.1000000000000005,15.833333333333334,,,30.8,
Flushing and Whitestone,2022,CD,,,,,,,,,,,,,6.533333333333334,15.733333333333333,,,34.4,
Fordham - Bronx Pk,2005,UHF42,57.3,54.7,2.0,,,,,,,,,,,,2.7,3.2,,
Fordham - Bronx Pk,2007,UHF42,,,,137.7,99.94999999999999,24.45,,,,3.3,30.6,67.3,,,,,,28.1
Fordham - Bronx Pk,2009,UHF34,,,,,,,,,,,,,12.066666666666668,25.233333333333334,,,24.5,
Fordham - Bronx Pk,2009,UHF42,,,,,,,,,,,,,12.066666666666668,25.233333333333334,,,24.5,
Fordham - Bronx Pk,2010,UHF34,,,,,,,,,,,,,11.233333333333334,21.900000000000002,,,30.0,
Fordham - Bronx Pk,2010,UHF42,53.7,50.6,1.6,,,,,,,,,,11.233333333333334,21.900000000000002,,,30.0,
Fordham - Bronx Pk,2011,UHF34,,,,,,,,,,,,,12.066666666666668,22.833333333333332,,,32.1,
Fordham - Bronx Pk,2011,UHF42,,,,95.75,99.3,29.0,,,,4.0,18.8,49.6,12.066666666666668,22.833333333333332,1.6,2.2,32.1,20.5
Fordham - Bronx Pk,2012,UHF34,,,,,,,,,,,,,9.933333333333334,20.46666666666667,,,34.1,
Fordham - Bronx Pk,2012,UHF42,,,,,,,,,,,,,9.933333333333334,20.46666666666667,,,34.1,
Fordham - Bronx Pk,2013,UHF34,,,,,,,,,,,,,10.233333333333334,20.0,,,30.8,
Fordham - Bronx Pk,2013,UHF42,,,,,,,71.0,3.0,24.5,,,,10.233333333333334,20.0,,,30.8,
Fordham - Bronx Pk,2014,UHF34,,,,,,,,,,,,,10.166666666666666,20.066666666666666,,,30.7,
Fordham - Bronx Pk,2014,UHF42,,,,134.5,166.05,33.0,,,,4.2,14.5,43.5,10.166666666666666,20.066666666666666,1.0,1.6,30.7,17.1
Fordham - Bronx Pk,2015,UHF34,,,,,,,,,,,,,9.666666666666666,19.7,,,29.5,
Fordham - Bronx Pk,2015,UHF42,,,,,,,65.0,2.3,16.6,,,,9.666666666666666,19.7,,,29.5,
Fordham - Bronx Pk,2016,UHF34,,,,,,,,,,,,,8.0,18.066666666666666,,,32.8,
Fordham - Bronx Pk,2016,UHF42,,,,,,,,,,,,,8.0,18.066666666666666,,,32.8,
Fordham - Bronx Pk,2017,UHF34,,,,,,,,,,,,,8.333333333333334,20.133333333333333,,,28.3,
Fordham - Bronx Pk,2017,UHF42,,,,108.85,136.65,24.55,,,,4.0,21.2,41.4,8.333333333333334,20.133333333333333,,,28.3,19.4
Fordham - Bronx Pk,2018,UHF34,,,,,,,,,,,,,8.0,17.8,,,30.6,
Fordham - Bronx Pk,2018,UHF42,,,,,,,,,,,,,8.0,17.8,,,30.6,
Fordham - Bronx Pk,2019,UHF34,,,,,,,,,,,,,7.233333333333333,15.766666666666666,,,29.6,
Fordham - Bronx Pk,2019,UHF42,60.0,56.2,2.1,80.5,110.5,19.0,,,,4.0,12.0,35.0,7.233333333333333,15.766666666666666,,,29.6,11.0
Fordham - Bronx Pk,2020,UHF34,,,,,,,,,,,,,6.633333333333333,17.599999999999998,,,30.2,
Fordham - Bronx Pk,2020,UHF42,,,,,,,,,,,,,6.633333333333333,17.599999999999998,,,30.2,
Fordham - Bronx Pk,2021,UHF34,,,,,,,,,,,,,7.233333333333333,15.799999999999999,,,30.0,
Fordham - Bronx Pk,2021,UHF42,,,,,,,,,,,,,7.233333333333333,15.799999999999999,,,30.0,
